2025-06-17 16:21:24,496 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 16:21:24,496 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_162124.log
2025-06-17 16:21:24,497 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 16:21:24,497 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 16:21:24,497 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 200
2025-06-17 16:21:24,498 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [200, 5000, 200]
2025-06-17 16:21:24,498 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 16:21:24,498 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 16:21:24,499 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=128
2025-06-17 16:21:24,499 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 16:21:24,499 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetNCP with polynomial order of 2, and 2 number of polynomial blocks
2025-06-17 16:21:24,500 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=200 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 200)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=7.743834e-05 | ‖ω‖₁=1.993709e+02
  λ=1.541e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.993023e+01 | ‖ω‖₁=2.583414e+00
  λ=1.541e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.832879e+01 | ‖ω‖₁=2.162965e+00
  λ=1.541e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.802471e+01 | ‖ω‖₁=1.785186e+00
  λ=1.541e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.797642e+01 | ‖ω‖₁=1.385594e+00
  λ=1.541e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.776657e+01 | ‖ω‖₁=1.039476e+00
  → at λ=1.541e-02:  r(λ)=200,  rel_err=7.934639e-01

-- Path iteration 17, λ = 1.849e-02   (r(λ) prev = 200)
  λ=1.849e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.487758e-01 | ‖ω‖₁=1.839575e+02
  λ=1.849e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.511545e+01 | ‖ω‖₁=6.119474e+00
  λ=1.849e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.534968e+01 | ‖ω‖₁=4.680285e+00
  λ=1.849e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.427690e+01 | ‖ω‖₁=3.820489e+00
  λ=1.849e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.335664e+01 | ‖ω‖₁=3.150233e+00
  λ=1.849e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.231719e+01 | ‖ω‖₁=2.530335e+00
  λ=1.849e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.211462e+01 | ‖ω‖₁=1.994427e+00
  λ=1.849e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.144025e+01 | ‖ω‖₁=1.521128e+00
  λ=1.849e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.115194e+01 | ‖ω‖₁=1.081222e+00
  λ=1.849e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.100520e+01 | ‖ω‖₁=6.679879e-01
  λ=1.849e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.035250e+01 | ‖ω‖₁=3.054890e-01
  → at λ=1.849e-02:  r(λ)=163,  rel_err=8.495486e-01

-- Path iteration 18, λ = 2.219e-02   (r(λ) prev = 163)
  λ=2.219e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.183755e-01 | ‖ω‖₁=1.806713e+02
  λ=2.219e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.520883e+01 | ‖ω‖₁=5.724992e+00
  λ=2.219e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.553291e+01 | ‖ω‖₁=4.293531e+00
  λ=2.219e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.462633e+01 | ‖ω‖₁=3.405139e+00
  λ=2.219e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.355234e+01 | ‖ω‖₁=2.713919e+00
  λ=2.219e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.266241e+01 | ‖ω‖₁=2.068566e+00
  λ=2.219e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.168125e+01 | ‖ω‖₁=1.484677e+00
  λ=2.219e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.144117e+01 | ‖ω‖₁=9.488984e-01
  λ=2.219e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.070327e+01 | ‖ω‖₁=4.937674e-01
  λ=2.219e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.065628e+01 | ‖ω‖₁=1.722072e-01
  λ=2.219e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.042633e+01 | ‖ω‖₁=1.130057e-01
  → at λ=2.219e-02:  r(λ)=26,  rel_err=8.506255e-01

-- Path iteration 19, λ = 2.662e-02   (r(λ) prev = 26)
  λ=2.662e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.176139e-01 | ‖ω‖₁=1.767800e+02
  λ=2.662e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.530732e+01 | ‖ω‖₁=5.344285e+00
  λ=2.662e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.567605e+01 | ‖ω‖₁=3.903451e+00
  λ=2.662e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.589349e+01 | ‖ω‖₁=2.921716e+00
  λ=2.662e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.495978e+01 | ‖ω‖₁=2.184342e+00
  λ=2.662e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.442369e+01 | ‖ω‖₁=1.462443e+00
  λ=2.662e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.400435e+01 | ‖ω‖₁=8.868538e-01
  λ=2.662e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.403320e+01 | ‖ω‖₁=3.324786e-01
  λ=2.662e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.326555e+01 | ‖ω‖₁=1.442108e-01
  λ=2.662e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.328755e+01 | ‖ω‖₁=8.493033e-02
  λ=2.662e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.327878e+01 | ‖ω‖₁=6.318584e-02
  → at λ=2.662e-02:  r(λ)=19,  rel_err=9.087938e-01

-- Path iteration 20, λ = 3.195e-02   (r(λ) prev = 19)
  λ=3.195e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=4.579873e-01 | ‖ω‖₁=1.720924e+02
  λ=3.195e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.540396e+01 | ‖ω‖₁=4.991267e+00
  λ=3.195e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.575454e+01 | ‖ω‖₁=3.482138e+00
  λ=3.195e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.484520e+01 | ‖ω‖₁=2.447474e+00
  λ=3.195e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.404098e+01 | ‖ω‖₁=1.601196e+00
  λ=3.195e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.397221e+01 | ‖ω‖₁=8.320732e-01
  λ=3.195e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.303658e+01 | ‖ω‖₁=2.308710e-01
  λ=3.195e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.293011e+01 | ‖ω‖₁=8.433101e-02
  λ=3.195e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.243255e+01 | ‖ω‖₁=6.024043e-02
  λ=3.195e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.216195e+01 | ‖ω‖₁=4.140166e-02
  λ=3.195e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.206974e+01 | ‖ω‖₁=3.274146e-02
  → at λ=3.195e-02:  r(λ)=8,  rel_err=8.848501e-01

-- Path iteration 21, λ = 3.834e-02   (r(λ) prev = 8)
  λ=3.834e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=6.685170e-01 | ‖ω‖₁=1.664398e+02
  λ=3.834e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.550229e+01 | ‖ω‖₁=4.598045e+00
  λ=3.834e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.592019e+01 | ‖ω‖₁=3.003448e+00
  λ=3.834e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.620611e+01 | ‖ω‖₁=1.867007e+00
  λ=3.834e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.555179e+01 | ‖ω‖₁=9.982686e-01
  λ=3.834e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.516628e+01 | ‖ω‖₁=2.154130e-01
  λ=3.834e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.444221e+01 | ‖ω‖₁=7.858249e-02
  λ=3.834e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.439327e+01 | ‖ω‖₁=3.907724e-02
  λ=3.834e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.438917e+01 | ‖ω‖₁=2.673816e-02
  λ=3.834e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.439836e+01 | ‖ω‖₁=1.877488e-02
  λ=3.834e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.439809e+01 | ‖ω‖₁=1.537493e-02
  → at λ=3.834e-02:  r(λ)=10,  rel_err=9.304326e-01

-- Path iteration 22, λ = 4.601e-02   (r(λ) prev = 10)
  λ=4.601e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=9.686166e-01 | ‖ω‖₁=1.596651e+02
  λ=4.601e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.563829e+01 | ‖ω‖₁=4.208730e+00
  λ=4.601e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.607490e+01 | ‖ω‖₁=2.516716e+00
  λ=4.601e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.639709e+01 | ‖ω‖₁=1.292020e+00
  λ=4.601e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.662780e+01 | ‖ω‖₁=3.127382e-01
  λ=4.601e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.649174e+01 | ‖ω‖₁=8.197694e-02
  λ=4.601e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.559971e+01 | ‖ω‖₁=4.658561e-02
  λ=4.601e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.507541e+01 | ‖ω‖₁=3.274384e-02
  λ=4.601e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.452690e+01 | ‖ω‖₁=2.255295e-02
  λ=4.601e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.441304e+01 | ‖ω‖₁=1.685393e-02
  λ=4.601e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.440481e+01 | ‖ω‖₁=1.274353e-02
  → at λ=4.601e-02:  r(λ)=6,  rel_err=9.305673e-01

-- Path iteration 23, λ = 5.521e-02   (r(λ) prev = 6)
  λ=5.521e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.399646e+00 | ‖ω‖₁=1.515320e+02
  λ=5.521e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.569800e+01 | ‖ω‖₁=3.829372e+00
  λ=5.521e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.617318e+01 | ‖ω‖₁=1.995246e+00
  λ=5.521e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.529102e+01 | ‖ω‖₁=6.953881e-01
  λ=5.521e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.551510e+01 | ‖ω‖₁=4.007530e-02
  λ=5.521e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.555694e+01 | ‖ω‖₁=1.325197e-02
  λ=5.521e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.555601e+01 | ‖ω‖₁=8.227216e-03
  λ=5.521e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.555558e+01 | ‖ω‖₁=5.924303e-03
  λ=5.521e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.555427e+01 | ‖ω‖₁=4.464986e-03
  λ=5.521e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.556767e+01 | ‖ω‖₁=2.803756e-03
  λ=5.521e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.556595e+01 | ‖ω‖₁=2.017722e-03
  → at λ=5.521e-02:  r(λ)=2,  rel_err=9.524196e-01

-- Path iteration 24, λ = 6.625e-02   (r(λ) prev = 2)
  λ=6.625e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.029261e+00 | ‖ω‖₁=1.417833e+02
  λ=6.625e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.582094e+01 | ‖ω‖₁=3.402802e+00
  λ=6.625e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.633630e+01 | ‖ω‖₁=1.450785e+00
  λ=6.625e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.666495e+01 | ‖ω‖₁=1.299207e-01
  λ=6.625e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.559128e+01 | ‖ω‖₁=3.320009e-02
  λ=6.625e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.559127e+01 | ‖ω‖₁=1.537398e-02
  λ=6.625e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.508091e+01 | ‖ω‖₁=1.413676e-02
  λ=6.625e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.440787e+01 | ‖ω‖₁=1.089267e-02
  λ=6.625e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.439242e+01 | ‖ω‖₁=8.095284e-03
  λ=6.625e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.439453e+01 | ‖ω‖₁=5.519415e-03
  λ=6.625e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.440335e+01 | ‖ω‖₁=3.584506e-03
  → at λ=6.625e-02:  r(λ)=4,  rel_err=9.306549e-01

-- Path iteration 25, λ = 7.950e-02   (r(λ) prev = 4)
  λ=7.950e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.934376e+00 | ‖ω‖₁=1.300708e+02
  λ=7.950e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.597289e+01 | ‖ω‖₁=2.934220e+00
  λ=7.950e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.654310e+01 | ‖ω‖₁=8.090243e-01
  λ=7.950e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.687031e+01 | ‖ω‖₁=2.299549e-03
  λ=7.950e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.687349e+01 | ‖ω‖₁=0.000000e+00
  λ=7.950e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.687246e+01 | ‖ω‖₁=0.000000e+00
  λ=7.950e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.687271e+01 | ‖ω‖₁=0.000000e+00
  λ=7.950e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.687177e+01 | ‖ω‖₁=0.000000e+00
  λ=7.950e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.687178e+01 | ‖ω‖₁=0.000000e+00
  λ=7.950e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.687158e+01 | ‖ω‖₁=0.000000e+00
  λ=7.950e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.687151e+01 | ‖ω‖₁=0.000000e+00
  → at λ=7.950e-02:  r(λ)=0,  rel_err=9.764689e-01
All skip-weights have zeroed out. Stopping path.

Found knees using DFDT method: [15 18 21 22]
[Dense2Sparse] Picked λ=2.662e-02,  r=19, err=9.087938e-01

→ Final training on full data with λ = 2.662e-02 ...
  λ=2.662e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.174233e-01 | ‖ω‖₁=1.767746e+02
  λ=2.662e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.529975e+01 | ‖ω‖₁=5.323148e+00
  λ=2.662e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.493586e+01 | ‖ω‖₁=3.908649e+00
  λ=2.662e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.401199e+01 | ‖ω‖₁=2.906114e+00
  λ=2.662e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.375272e+01 | ‖ω‖₁=2.136972e+00
  λ=2.662e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.386077e+01 | ‖ω‖₁=1.397852e+00
  λ=2.662e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.396044e+01 | ‖ω‖₁=7.896818e-01
  λ=2.662e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.356614e+01 | ‖ω‖₁=2.708133e-01
  λ=2.662e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.307094e+01 | ‖ω‖₁=9.362595e-02
  λ=2.662e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.309321e+01 | ‖ω‖₁=5.556743e-02
  λ=2.662e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.307216e+01 | ‖ω‖₁=3.966904e-02

Final skip-weights ω: [0.0, 0.007249265909194946, 0.006045473273843527, 0.0, 0.005326948594301939, 0.003367956727743149, 0.006302090361714363, 0.0, 0.0034008908551186323, 0.0] ...
Selected POD-mode indices (ω_j ≠ 0): [1, 2, 4, 5, 6, 8, 10, 11, 12, 16] (count = 10 / 200)
Final relative reconstruction of SparseModesNet: ||X - X_hat||_F / ||X||_F = 9.047458e-01
Final MSE per sample of SparseModesNet: = 4.860287e+00
Relative error using only selected  modes: 7.692969e-01
MSE per sample using only selected  modes: 4.132657e+00
2025-06-17 16:27:30,983 - sparsemodesnet.advecting_pulse - INFO - ==================================================
2025-06-17 16:27:30,984 - sparsemodesnet.advecting_pulse - INFO - Experiment completed successfully!
2025-06-17 16:27:30,984 - sparsemodesnet.advecting_pulse - INFO - Selected 10 modes out of 200
2025-06-17 16:27:30,985 - sparsemodesnet.advecting_pulse - INFO - Final lambda: 2.662e-02
